"","MG_A0","MG_A1","MG_A2","MG_A3","MG_B0","MG_B1","MG_B2","MG_B3","MG_C0","MG_C1","MG_C2","MG_C3","MG_Ct_qPCR_pos_zymo","MG_E0","MG_E1","MG_E2","MG_E3","MG_F0","MG_F1","MG_F2","MG_F3","MG_G0","MG_G1","MG_G2","MG_G3","MG_I0","MG_I1","MG_I2","MG_I3","MG_J0","MG_J1","MG_J2","MG_J3","MG_K0","MG_K1","MG_K2","MG_K3","MG_L0","MG_L1","MG_L2","MG_L3","MG_M0","MG_M1","MG_M2","MG_M3","MG_N0","MG_N1","MG_N2","MG_N3","MG_O0","MG_O1","MG_O2","MG_O3","MG_P0","MG_P1","MG_P2","MG_P3","MG_Q0","MG_Q1","MG_Q2","MG_Q3","MG_R0","MG_R1","MG_R2","MG_R3","MG_S0","MG_S1","MG_S2","MG_S3","MG_T0","MG_T1","MG_T2","MG_T3"
"Deinococcaceae",0,0.0119737350328312,0,0,0,0,0,0.0015450439743285,0,0.00683717396809319,0.0088261253309797,0,0,0.00223713646532438,0,0,0.0045369211514393,0,0,0,0.0185561032183242,0,0.0145123185960175,0,0,0.00228571428571429,0,0.00708458565908115,0.0178140096618357,0,0,0,0.0171277997364954,0,0,0.00597014925373134,0,0,0,0.0273348519362187,0,0.000608180021286301,0,0.00485159817351598,0,0.00099361249112846,0,0,0,0,0.0117611580217129,0.00685801371602743,0.0362204724409449,0,0,0.0220070422535211,0,0,0,0,0,0,0,0,0,0,0,0,0.00614439324116743,0.0105519480519481,0,0,0.00336300692383778
"Dermabacteraceae",0,0,0,0,0,0,0,0,0.0543358946212953,0,0,0.0122980910425844,0,0.00479386385426654,0,0,0,0.0117847728329974,0,0,0.0489997100608872,0,0,0,0,0.0507428571428571,0.00656694636993798,0.0098754830399313,0,0.0619106191061911,0,0,0,0,0,0,0.0026857654431513,0.0535072792588391,0,0,0,0,0,0,0,0.00667139815471966,0,0,0.0394833948339483,0,0.0123642943305187,0.00889001778003556,0,0,0,0,0,0,0,0,0.0200141276194961,0,0,0.0131313131313131,0,0,0,0,0,0,0,0,0
"Dermacoccaceae",0,0,0,0,0,0,0,0,0.0477497255762898,0,0,0.00770925110132159,0,0.0206668797272824,0,0,0.0071964956195244,0.0134904636377733,0,0.017343045438779,0.0429109886923746,0.00341757352279881,0,0,0,0.0340571428571429,0,0,0.00664251207729469,0.208828754954216,0,0,0,0,0,0,0.00313339301700985,0.109094346757421,0,0,0,0,0,0,0,0.0241305890702626,0.00603621730382294,0,0,0.0291625124626122,0.0141737032569361,0.0185420370840742,0.0291338582677165,0.0231084606783451,0,0,0,0.0738095238095238,0,0,0,0,0,0,0,0.0089086859688196,0,0,0,0,0,0,0
"Dermatophilaceae",0,0,0,0,0,0,0,0.000713097218920846,0,0,0.00117681671079729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273336066694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337457817772778,0,0,0,0,0,0,0,0.000470920649870497,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfitobacteriaceae",0,0,0.00947394664672152,0,0,0,0,0,0,0,0,0.0066079295154185,0,0,0,0,0.0045369211514393,0,0,0,0,0,0,0.0185780635941408,0,0,0,0.0012881064834693,0,0,0,0,0,0,0,0,0,0,0,0.0076879271070615,0,0,0,0,0,0.00156139105748758,0,0,0.0040590405904059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dethiobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393343419062027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devosiaceae",0.00376338898002509,0,0.00598354525056096,0.00462320850670365,0,0.00650602409638554,0,0,0,0,0,0.00458883994126285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948558920102152,0.0060111635895234,0,0.00136668033347,0.0161117078410312,0,0,0,0,0.00580431177446103,0,0.00548307808659482,0,0,0,0.00729816025543561,0,0,0,0,0,0.00847457627118644,0.0121771217712177,0,0.00361881785283474,0,0,0,0,0.0176056338028169,0,0.0611111111111111,0,0,0.0150694607958559,0,0,0,0.0349013657056146,0,0,0.027906976744186,0.00245775729646697,0.00568181818181818,0,0,0
"Dietziaceae",0,0,0,0.0129449838187702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355600711201422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813953488372093,0,0,0,0,0
"Diplorickettsiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608180021286301,0,0,0,0,0,0,0,0,0.00663449939686369,0,0.00247469066366704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dongiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317700453857791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0.00134138162307176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dysgonomonadaceae",0,0,0,0,0,0,0.0149284677586564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eggerthellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118081180811808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elsteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000546672133388,0,0.000818330605564648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacteriaceae",0.0781626942005211,0.0919273850907686,0.0496135627025679,0.0540915395284327,0.258970162407151,0.119518072289157,0.0588845117147004,0.305443308771096,0.149835345773875,0.0364649278298303,0.0326566637246249,0.0113803230543319,0.11562530085684,0.0307872589751784,0.0482512126627521,0.0883498053309374,0.0423967459324155,0.515583811443635,0.0674735249621785,0.0204647936177593,0.0104378080603073,0.09560212249303,0.142085723928451,0.0800285816362987,0.0619335347432024,0.0523428571428571,0.0204304998175848,0.0141691713181623,0,0.142271422714227,0.0741138560687433,0.0349836333878887,0.025911286780852,0.0112303881090008,0.0439039797852179,0.00829187396351575,0.0801253357206804,0.203819247494801,0.0199170124481328,0.020501138952164,0,0.0319294511175308,0,0.0145547945205479,0.0399833402748855,0.319233498935415,0.0325285043594903,0.0539291217257319,0,0.0448654037886341,0.0217129071170084,0.00914401828803658,0,0.110324263883712,0.0906963136337039,0.0506161971830986,0.120724346076459,0.0698412698412698,0.0539845758354756,0.0416464891041162,0,0.934160634264047,0.260340632603406,0,0.132018209408194,0,0.111223458038423,0,0,0,0,0.0238341968911917,0
"Enterococcaceae",0,0,0.012715033657442,0.00647249190938511,0,0,0.0132697491188057,0,0,0,0,0,0.0383171271782035,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708038317367763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entomoplasmataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250329380764163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"env",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0.00381426202321725,0,0,0,0,0,0,0,0,0,0.00127750177430802,0,0,0,0,0,0,0,0,0,0,0,0,0.0392030848329049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erwiniaceae",0.0106146868667374,0,0,0.067036523347203,0.00339921943849931,0,0,0.00106964582838127,0.0208562019758507,0,0,0,0,0.0173644401832321,0.00434005616543273,0,0,0.000620251201736703,0,0,0,0.0229337170608868,0.00641241984475194,0,0,0.0267428571428571,0,0,0,0,0,0.00634206219312602,0,0.083402146985962,0,0.00464344941956882,0,0,0,0.000854214123006834,0,0.0299528660483503,0,0.0174086757990868,0.0262390670553936,0.170191625266146,0.0251509054325956,0,0.0173431734317343,0.0154536390827517,0,0,0,0.181513231457324,0,0,0.0206237424547284,0,0,0.023728813559322,0,0.0403309203722854,0,0,0.0614567526555387,0,0,0,0,0,0,0,0
"Erysipelotrichaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450081833060556,0,0,0,0.00597014925373134,0,0,0,0,0,0,0.0086848635235732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanoligenenaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337457817772778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exiguobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098929759870492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583717357910906,0,0,0,0
"f_unclassified_c__Acidimicrobiia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242057488653555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Acidobacteriae",0,0,0,0.0180305131761442,0,0,0,0,0,0,0,0,0,0.00127836369447108,0,0,0,0,0,0.0142212972597988,0,0,0,0,0,0.00228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620347394540943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153178452897626,0,0.00250312891113892,0,0.00151285930408472,0,0,0,0,0,0.0385196374622356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603621730382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Bacilli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044280442804428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__bacteriap25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196671709531014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__BD2-11_terrestrial_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242057488653555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__BD7-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393343419062027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Berkelbacteria",0,0,0,0,0,0,0,0.00249584026622296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665521683125805,0,0,0,0.00368248772504092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__D8A-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133104336625161,0,0,0,0,0,0,0,0,0,0,0,0.00939635535307517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Dojkabacteria",0,0,0,0,0,0,0,0.00427858331352508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Gammaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801815431164902,0,0,0,0,0,0,0,0,0.0068699012451696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Gitt-GS-136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114977307110439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__JG30-KF-CM66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__KD4-96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018910741301059,0,0,0,0,0,0,0,0,0,0,0,0,0.0104337152209493,0,0,0.0142135186355022,0.00729684908789386,0,0,0,0.012243735763098,0,0.00030409001064315,0.0148883374689826,0.00313926940639269,0,0.00312278211497516,0,0,0,0,0,0,0.0031496062992126,0,0,0,0,0,0,0.00532687651331719,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Limnochordia",0,0,0,0,0,0,0,0,0,0,0.0197116799058547,0,0,0.000532651539362949,0,0,0,0,0.00121028744326778,0,0,0,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127750177430802,0,0,0,0,0.0123642943305187,0,0,0,0,0,0,0,0,0,0.00353190487402873,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__MB-A2-108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037821482602118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107858243451464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716332378223496,0,0
"f_unclassified_c__MVP-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__OLB14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635400907715582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258135168961201,0,0,0,0,0,0,0,0,0,0,0.0115929583512237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227617602427921,0,0,0,0,0,0,0,0
"f_unclassified_c__S0134_terrestrial_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148260211800303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Sericytochromatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426121231490359,0,0,0.00328535669586984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113555713271824,0.0016767270288397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__SHA-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086232980332829,0,0,0,0,0,0.00151057401812689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__SL56_marine_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102291325695581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Subgroup_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196671709531014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Subgroup_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393343419062027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Subgroup_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181543116490166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Thermoleophilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075642965204236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_c__Verrucomicrobiae",0,0.0281962147547316,0.0169533782099227,0.0416088765603329,0,0,0,0,0,0.0217776652317042,0.0105913503971756,0,0,0,0.0130201684962982,0.010482180293501,0,0,0,0.0475199445022546,0,0,0.0222747215659804,0.0117899249732047,0.0521148036253776,0.0176,0.0269974461875228,0.0072992700729927,0,0,0.0220193340494092,0,0.0324989020641195,0,0.0394819962097284,0.00945273631840796,0.0188003581020591,0,0.0601659751037344,0.012243735763098,0.0255892255892256,0,0.011166253101737,0,0.017076218242399,0,0.0593561368209256,0.0138674884437596,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290155440414508,0
"f_unclassified_c__WWE3",0,0,0,0,0,0,0,0.00261468980270977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348953140578265,0,0,0.0015748031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__0319-6G20",0.00057898292000386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937972768532526,0,0.00405914757900841,0,0,0.0117899249732047,0,0.000457142857142857,0,0,0.00392512077294686,0,0,0,0,0.000495458298926507,0,0.00945273631840796,0.0111906893464637,0,0,0.00911161731207289,0,0,0,0.0045662100456621,0,0,0,0,0,0,0,0.00127000254000508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0
"f_unclassified_o__0319-7L14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201581640564429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__053A03-B-DI-P58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__1-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113806528900869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__11-24",0,0,0,0,0,0,0,0,0,0,0,0,0.000481370944449793,0,0,0,0.00312891113892365,0,0.00665658093797277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149253731343284,0.0035810205908684,0,0,0,0,0,0,0,0,0,0.00268276324614353,0,0,0.000498504486540379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Absconditabacteriales_SR1",0.00443886905336293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Acidobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361881785283474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Actinomarinales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605143721633888,0,0,0,0,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Armatimonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Babeliales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138373270334121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797266514806378,0,0,0,0,0,0,0,0,0,0,0,0,0.0015748031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Bacteroidetes_VC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Blfdi19",0,0,0,0,0,0.00530120481927711,0,0,0,0.00785008863003292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Bradymonadales",0.00057898292000386,0,0,0.00554785020804438,0.00151076419488858,0.00240963855421687,0.00290275761973875,0,0,0,0,0.00110132158590308,0,0,0.00842481490936942,0,0.00156445556946183,0,0,0,0,0,0,0,0.00302114803625378,0.00205714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138476755687438
"f_unclassified_o__C0119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763093999306278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852811118130133,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0.0103957075788062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167037861915367,0,0,0,0.00568181818181818,0,0,0
"f_unclassified_o__Caenarcaniphilales",0,0,0,0,0,0,0,0,0,0.00481134464421373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Candidatus_Adlerbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688360450563204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191226096737908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f_unclassified_o__Candidatus_Kaiserbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202474690663667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
