"","MG_A0","MG_A1","MG_A2","MG_A3","MG_B0","MG_B1","MG_B2","MG_B3","MG_C0","MG_C1","MG_C2","MG_C3","MG_Ct_qPCR_pos_zymo","MG_E0","MG_E1","MG_E2","MG_E3","MG_F0","MG_F1","MG_F2","MG_F3","MG_G0","MG_G1","MG_G2","MG_G3","MG_I0","MG_I1","MG_I2","MG_I3","MG_J0","MG_J1","MG_J2","MG_J3","MG_K0","MG_K1","MG_K2","MG_K3","MG_L0","MG_L1","MG_L2","MG_L3","MG_M0","MG_M1","MG_M2","MG_M3","MG_N0","MG_N1","MG_N2","MG_N3","MG_O0","MG_O1","MG_O2","MG_O3","MG_P0","MG_P1","MG_P2","MG_P3","MG_Q0","MG_Q1","MG_Q2","MG_Q3","MG_R0","MG_R1","MG_R2","MG_R3","MG_S0","MG_S1","MG_S2","MG_S3","MG_T0","MG_T1","MG_T2","MG_T3"
"Ferribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146670577882077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ferritrophicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ferruginibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294807861542974,0,0,0.000806885422270038,0,0,0,0,0.00723589001447178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207219251336898,0,0,0,0,0.000411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207708285252712,0,0,0,0,0,0,0,0,0,0,0,0
"FFCH7168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449505543901708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fictibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250379362670713,0,0,0,0,0,0,0,0
"Filimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001906717512467,0,0,0,0,0,0,0,0,0,0,0.000542005420054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Filomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498679964799061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fimbriiglobus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137870343209152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429138504452312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655850880220918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223463687150838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavihumibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526008182349503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138472190168474,0,0,0,0,0,0,0,0,0,0,0,0
"Flavisolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645350542681138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429138504452312,0,0,0,0,0,0,0.00920542635658915,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421836228287841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacterium",0.0668629499477633,0.0548733691481197,0.003125,0.00819299044151115,0.0927809476556686,0.0300183318056829,0.00803827751196172,0.00500815280689495,0.00268528464017186,0.00823045267489712,0,0.0074100849448762,0,0.0118772335505571,0.0292079207920792,0.00294117647058824,0.00694766095414544,0,0,0.0303762512944425,0,0.011117088040165,0.0245048674051695,0.00278648554510623,0.0429864253393665,0.00766031954475815,0.0148335745296671,0.0064235391628678,0.00656324582338902,0.00623306233062331,0.0225442834138486,0.00487044613286577,0.0188844971453667,0,0.0309310238168883,0.00473773265651438,0.00370065789473684,0,0,0.00642458100558659,0.0508021390374332,0.0325142343422236,0,0.0136839280922994,0.0087719298245614,0,0.00420984455958549,0,0,0.0107421875,0.0469958358120167,0.00669975186104218,0,0.00980036297640653,0.0087719298245614,0,0,0,0.0237789203084833,0,0,0,0,0,0.0151745068285281,0,0,0.0275545350172216,0,0.049512987012987,0,0.0163934426229508,0.0222942073170732
"Flectobacillus",0.00389400702820781,0,0,0,0,0,0,0,0,0.00847252481239409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019478573569074,0,0,0,0,0,0,0,0,0,0,0.00332582340950542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flexivirga",0,0,0,0,0,0,0,0,0.0155746509129968,0,0,0.00759081872401952,0,0.0153458061803658,0,0,0.00710205341979311,0.00683682771194166,0,0.00483258543320677,0.0151891742612538,0.00340684956069571,0,0,0,0.0210111621799081,0,0,0.00656324582338902,0.190379403794038,0,0,0,0,0,0,0.00287828947368421,0.0847958618141511,0,0,0,0,0,0,0,0.013443072702332,0.00582901554404145,0,0,0.014404296875,0.0139797739440809,0.00347394540942928,0.0218860637270679,0,0,0,0,0.0733438485804416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fluviicola",0,0.0141980046047583,0.00504807692307692,0,0,0.00527039413382218,0.0045933014354067,0,0,0.0302590171871218,0.0333425951653237,0,0,0,0.0349009900990099,0,0.00663887602285008,0,0.009533587562335,0.0234725578184329,0,0,0,0.0160222918843608,0,0,0.0560781476121563,0.0234148363033568,0.00775656324582339,0,0.0230810520665593,0,0.031181379007466,0,0.0176306835756264,0.00355329949238579,0.0296052631578947,0,0.0305823209049015,0.0122905027932961,0.00334224598930481,0,0,0.00509793399517038,0.00279106858054226,0,0.0352979274611399,0,0,0,0,0,0,0.00725952813067151,0,0,0.017910447761194,0.00946372239747634,0,0,0,0,0,0.00593471810089021,0,0,0,0.0929965556831228,0.00427872860635697,0,0.0091743119266055,0.00614754098360656,0
"Fonticella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110053539559786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frateuria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474254742547425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Friedmanniella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446927374301676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frigoribacterium",0,0,0,0,0,0,0,0,0,0,0,0.00632568227001627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744145327205078,0,0,0,0,0,0,0,0.00895911386219254,0,0.00626057529610829,0,0,0,0.00782122905027933,0,0.00479472580161822,0,0,0,0,0,0,0.0286870172857668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frondihabitans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016098738932117,0,0.00987654320987654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FukuN18_freshwater_group",0,0,0,0,0,0,0.00267942583732057,0.00244584206848358,0,0,0,0.00506054581601301,0,0.000420433046037419,0.00148514851485149,0.0144117647058824,0.0032422417786012,0,0,0,0.008008837337752,0,0,0,0,0,0,0,0,0,0.0279119699409554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553888760673898,0,0,0,0,0,0,0,0,0,0,0,0
"Fusicatenibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218905472636816,0,0,0,0,0,0,0.0217606330365974,0,0,0,0,0,0,0.0374029640084686,0,0
"g_unclassified_c__Acidimicrobiia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234672924611323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148514851485149,0,0.00247027945036282,0,0.00146670577882077,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582901554404145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Bacilli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441338727473336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__bacteriap25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001906717512467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__BD2-11_terrestrial_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234672924611323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__BD7-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003813435024934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Berkelbacteria",0,0,0,0,0,0,0,0.00244584206848358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064235391628678,0,0,0,0.00350672121566335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__D8A-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128470783257356,0,0,0,0,0,0,0,0,0,0,0,0.00921787709497207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Dojkabacteria",0,0,0,0,0,0,0,0.00419287211740042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Gammaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777354062775007,0,0,0,0,0,0,0,0,0.00663075010360547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Gitt-GS-136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111469639190378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__JG30-KF-CM66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__KD4-96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183338222352596,0,0,0,0,0,0,0,0,0,0,0,0,0.00993571011104617,0,0,0.0139189607175998,0.00744500846023689,0,0,0,0.0120111731843575,0,0.000299670362601139,0.0144404332129964,0.00295143547088811,0,0.00301783264746228,0,0,0,0,0,0,0.00300396953116618,0,0,0,0,0,0,0.00532945736434109,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__MB-A2-108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366676444705192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705716302046577,0,0
"g_unclassified_c__MVP-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016098738932117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__OLB14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616016427104723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254747568318666,0,0,0,0,0,0,0,0,0,0,0.0111893907998342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227617602427921,0,0,0,0,0,0,0,0
"g_unclassified_c__S0134_terrestrial_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143737166324435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Sericytochromatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000420433046037419,0,0,0.0032422417786012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109739368998628,0.00161917098445596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__SHA-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836022293927838,0,0,0,0,0,0.00150829562594268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__SL56_marine_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974089226573154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226683937823834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Subgroup_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001906717512467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Subgroup_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003813435024934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Subgroup_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176004693458492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Thermoleophilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000733352889410384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_c__Verrucomicrobiae",0,0.0280122793553338,0.0182692307692308,0.0418752844788348,0,0,0,0,0,0.0234809973372065,0.0130591831064184,0,0,0,0.0138613861386139,0,0,0,0,0.0472903003106662,0,0,0.021819402484055,0.0132358063392546,0.0520361990950226,0.0179470343620048,0.0271345875542692,0,0,0,0.022007514761138,0,0.0324989020641195,0,0.0395917104856171,0,0.0222039473684211,0,0.0599078341013825,0.0120111731843575,0.0260695187165775,0,0.01323706377858,0,0.0175438596491228,0,0.0589378238341969,0.0150375939849624,0,0,0,0,0,0,0,0,0,0.0228706624605678,0,0,0,0.00240467193404328,0,0,0,0,0,0,0,0,0,0.0297131147540984,0
"g_unclassified_c__WWE3",0,0,0,0,0,0,0,0.00256231073841137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341796875,0,0,0.00150198476558309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__67-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026246719160105,0,0.0183338222352596,0,0,0,0,0,0,0,0.0177279305354559,0.00476585163696643,0.0223747016706444,0.00203252032520325,0.0107353730542136,0.00564971751412429,0,0,0.0108258583359109,0.00558375634517766,0,0,0,0.00111731843575419,0,0,0.01323706377858,0,0,0,0,0,0,0,0.00684116597263534,0.00769230769230769,0.0105138933590816,0.00508166969147005,0,0,0,0,0.0224935732647815,0,0.00346180475421186,0,0,0,0,0,0,0,0,0,0,0,0.00609756097560976
"g_unclassified_f__A0839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557348195951892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__A4b",0,0,0,0,0,0,0,0.00186349871884463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258064516129032,0,0,0,0.0140965399401965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0
"g_unclassified_f__AB1",0,0,0,0,0,0,0,0,0,0,0.00472353431508752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Acetobacteraceae",0,0,0,0,0,0,0.00688995215311005,0,0,0,0,0,0,0.00178684044565903,0,0,0,0,0.00425344675858023,0,0,0,0,0.00940438871473354,0,0,0,0,0,0,0,0,0,0,0,0.0115059221658206,0,0.00461851099205616,0,0.00502793296089385,0,0,0,0,0,0,0,0,0,0,0,0,0.00311125415727926,0,0,0,0,0,0,0.0198643410852713,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Acidobacteriaceae_Subgroup_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277906438165818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318407960199005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Actinomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628403854210306,0,0,0,0,0,0,0,0,0,0.00404560500183891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__AKIW781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013419216317767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__AKYG1722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387828162291169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__AKYH767",0,0,0,0,0,0,0,0.000815280689494526,0,0,0.0080577938316199,0,0,0,0,0,0,0.000607718018839259,0,0.010700724887815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0.00150375939849624,0.00993012136815006,0,0,0,0.000429138504452312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Alcaligenaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152411690873229,0.0040281973816717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369480879364493,0,0,0,0,0,0,0,0,0,0,0,0.0009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Anaerolineaceae",0,0,0,0,0,0,0.00555023923444976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187869028448739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162314749470713,0,0
"g_unclassified_f__Azospirillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135338345864662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974025974025974,0,0,0
"g_unclassified_f__Babeliaceae",0,0,0,0,0,0,0,0,0,0,0,0.0074100849448762,0,0.000420433046037419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677506775067751,0,0,0,0,0,0,0,0.00110844263809348,0,0,0,0,0,0,0,0.00109739368998628,0,0,0,0,0,0,0.000643707756678468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Bacillaceae",0,0,0,0,0,0,0.00344497607655502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186489846663904,0,0,0,0.00311708552503409,0,0.000651571917250366,0,0.00236886632825719,0,0,0,0,0,0.000599340725202278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164728682170543,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Bacteroidetes_vadinHA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308784931295353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Beggiatoaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294303132226193,0,0,0,0,0.00865356409504253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Beijerinckiaceae",0,0,0.00408653846153846,0.0113791533909877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372979693327808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347394540942928,0,0,0,0.00299017513882956,0,0,0,0,0.00715439649203785,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__Beutenbergiaceae",0,0,0,0,0,0,0,0,0,0,0,0.00813302006144949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321853878339234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_unclassified_f__BIrii41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194300518134715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
